class	subscriber	message_body	timestamp	type
0	38	Yes. It is. I am going to download the news version of vmfusion now. You will have to upgrade to full version it works in 30 days.	7/14/11 16:46	Outgoing
0	38	You could also check with Hector Chavez  What is 30 days?	7/14/11 16:48	Incoming
0	38	Why use the trial version?	7/14/11 16:49	Incoming
0	38	The trial version of fusion expires?	7/14/11 16:49	Outgoing
0	38	Upgrade. I cannot just upgrade it too big of version difference.	7/14/11 16:51	Outgoing
0	38	"What do the rest of our faculty have, version wise?"	7/14/11 16:55	Incoming
0	38	No one is on campus. Don't know at this time. Your MAC is newer than most in department.	7/14/11 16:56	Outgoing
0	38	Ok	7/14/11 16:57	Incoming
0	38	Tim Smith fixed it for you for$0.00 and no trial ware version. I can drop it off with Jake in the mornings for banner and access query. I am going to hire him on a trial basis.	7/14/11 17:24	Outgoing
0	38	Ok! Sounds like he may be a keeper. Now to find someone else? to staff the lab?	7/14/11 17:26	Incoming
0	1	You free Monday night?	7/14/11 22:17	Incoming
0	1	"No, tue-thur is better next two weeks"	7/14/11 22:18	Outgoing
0	1	"Ok sweet, Tuesday night, flosmore?"	7/14/11 22:20	Incoming
0	1	That should work	7/14/11 22:26	Outgoing
0	1	Ok sweet!	7/14/11 22:32	Incoming
0	38	My battery is dying.	7/15/11 15:30	Outgoing
0	38	I'll be in around 4pm today	7/15/11 15:31	Incoming
0	38	Ok.	7/15/11 15:32	Outgoing
0	38	Ok see you soon	7/15/11 15:32	Incoming
0	38	Grant Smith is installing software now if all goes well should be.done soon. Trying to discover up number and getting mapped drive.	7/15/11 15:32	Outgoing
0	38	Done. Heading to Susie's office.	7/15/11 16:03	Outgoing
0	6	Doing anything tonight?	7/15/11 20:16	Incoming
0	6	"Yeah, at buddy's house in chicago"	7/15/11 20:34	Outgoing
0	6	U want to have a fire tnght	7/16/11 10:31	Incoming
0	6	No going to a party	7/16/11 11:43	Outgoing
0	6	K	7/16/11 11:44	Incoming
0	8	Nice	7/16/11 17:31	Incoming
0	8	Looks like the hooks works	7/16/11 18:23	Incoming
0	40	Please call me if you are still at the store. The meat I brought was apparently rancid inside the sealed package.	7/16/11 18:41	Incoming
0	40	I have nothing else to feed the kids	7/16/11 18:42	Incoming
0	8	Damn thatsbig!	7/16/11 19:44	Incoming
0	8	Yes indeed	7/16/11 19:50	Outgoing
0	8	Nice job.can you bring in your code reader for cars tomorrow. I need to reset a code on the truck.	7/17/11 19:54	Incoming
0	8	"Will do, I will probably come in late tomorrow to take care of some stuff at home"	7/17/11 19:54	Outgoing
0	8	Sounds good. Thanks	7/17/11 19:55	Incoming
0	42	I sent you a preliminary image of the network layout with just a few missing pieces. I will show you tommorow.	7/18/11 16:58	Incoming
0	42	Ok.	7/18/11 16:59	Outgoing
0	4	We still on for tomorrow?	7/18/11 20:21	Incoming
0	4	Yeah fo sure	7/18/11 21:32	Outgoing
0	4	What time you wanna go? they have food there so we can eat dinner there	7/18/11 21:33	Incoming
0	4	"Ok, around 6:30?"	7/18/11 21:34	Outgoing
0	4	Sounds good man! You wanna meet at my house?	7/18/11 21:39	Incoming
0	4	No it will be faster if I meet u there. I am coming from maryland 	7/18/11 21:46	Outgoing
0	4	"Oh ok that works, you know where it is?"	7/18/11 21:47	Incoming
0	4	Nope	7/18/11 21:47	Outgoing
0	4	But I know where chicago is lol	7/18/11 21:47	Outgoing
1	4	"It's in the old train station, bring some of those percs to share!"	7/18/11 21:50	Incoming
0	4	What's the name of it?	7/18/11 21:52	Outgoing
0	4	Lol that is the name of it. :)	7/18/11 21:53	Incoming
0	4	Oh ok lol	7/18/11 21:59	Outgoing
0	43	Be right there.	7/19/11 16:24	Outgoing
0	43	Still can't get in	7/19/11 16:24	Incoming
0	44	This Saturday grandma and I are going out of town with Amanda and Tom. We will not be home until later Saturday night sometime. Plan accordingly.	7/19/11 17:30	Outgoing
0	4	6:30 right?	7/19/11 17:55	Outgoing
0	4	Or is it now? Lol	7/19/11 17:56	Outgoing
0	4	630	7/19/11 17:57	Incoming
0	4	K kewl	7/19/11 17:57	Outgoing
0	4	U here?	7/19/11 18:36	Outgoing
0	46	Did you make it home before the meta train/car accident?	7/21/11 17:04	Outgoing
0	46	got off in Whiting & Jim came to the rescue    whew	7/21/11 17:07	Incoming
0	46	Glad to hear that. They showed it one the news lead train derailed.	7/21/11 17:08	Outgoing
0	40	"I am on the store, getting toilet paper. No reception. What's up?"	7/21/11 17:32	Outgoing
0	40	Coming out to visit and pick up a package. Do we need to bring our own dinner?	7/21/11 17:34	Incoming
0	40	Please	7/21/11 17:55	Outgoing
0	40	No package was delivered before we left. It is raining here.	7/21/11 18:08	Outgoing
1	40	"Package is damaged from transit, I hope my coke isn't damaged!"	7/21/11 18:12	Incoming
0	40	What time did you leave & where are you? No rain here at all	7/21/11 18:12	Incoming
0	21	You goin to jennys thing tonight?	7/22/11 15:27	Incoming
0	21	Not sure right now	7/22/11 15:27	Outgoing
0	21	You goin late?	7/22/11 15:29	Incoming
0	21	Depends when I am done here	7/22/11 15:30	Outgoing
0	21	Could end up working all night	7/22/11 15:30	Outgoing
0	21	Time to turn on the deck lights! ;)	7/22/11 15:32	Incoming
0	21	Lol then I'd end up going slower!	7/22/11 15:33	Outgoing
0	21	Hey did u find out about tmrrw	7/22/11 16:52	Incoming
0	21	Will call in a few	7/22/11 17:10	Outgoing
0	21	K	7/22/11 17:11	Incoming
0	21	Sorry to bother you did u find out whats gng on tmrrw	7/22/11 19:47	Incoming
0	19	So what's the word?	7/22/11 20:06	Incoming
0	19	Everything still kickin at the club?	7/22/11 20:14	Outgoing
0	21	"I haven't gone yet, are you going?"	7/22/11 20:15	Incoming
0	21	Probably about to head that way	7/22/11 20:16	Outgoing
0	21	Not gonna make it	7/22/11 21:23	Outgoing
0	21	"Lol now you tell me, I just got here...."	7/22/11 21:24	Incoming
0	21	Sorry lol. S'all good	7/22/11 21:25	Outgoing
0	21	U will still have a good time lol	7/22/11 21:25	Outgoing
0	21	Yeah...... not sure about that..... I don't know anyone else here.... :/	7/22/11 21:43	Incoming
0	48	Can you tell me if the case you went to work on today involved a 27 year old man (approx) by the name of John Doe. I promise jot to ask anything more.	7/22/11 21:46	Outgoing
0	48	"It was a suspected gang related homicide, more to be released soon"	7/23/11 1:32	Incoming
0	48	Bob Doe is victim (deceased)	7/23/11 1:33	Incoming
0	4	Sweet!	7/23/11 1:46	Incoming
0	48	"Ok thanks. A cousin of mine has a friend named John Doe who died yesterday,Chicago police investigating it as a homicide. She has been trying to find put what happened. Thanks for letting me know."	7/23/11 8:27	Outgoing
0	4	Are they still havng the party 	7/23/11 14:48	Incoming
0	13	Dont forget dadde computor please and thank you take care of beautiful wife after  computor p	7/23/11 14:52	Incoming
0	4	I think so bow is weather 	7/23/11 14:56	Outgoing
0	13	Still in bed	7/23/11 14:57	Outgoing
0	13	Ok let me knw if thngs change	7/23/11 14:58	Incoming
1	13	Need� reefer	7/23/11 14:59	Incoming
0	13	Napping	7/23/11 14:59	Outgoing
0	2	Fresh chilly on stove	7/23/11 15:26	Incoming
0	13	Call me dad	7/24/11 12:38	Incoming
0	2	Later	7/24/11 13:00	Outgoing
0	13	Is it urgent?	7/24/11 13:01	Outgoing
0	13	Yes	7/24/11 13:02	Incoming
0	13	At symphony orchestra at central park by house if you have time let me no on computor	7/24/11 18:29	Incoming
0	13	Ok sorry busy	7/24/11 18:29	Outgoing
0	13	Cool man	7/24/11 18:30	Incoming
0	13	Mike came over and we were learning social media stuff	7/24/11 18:31	Outgoing
0	13	I need to put application in for bobk  jmc steel peoriod com io dont no how to put in applacation in comp	7/24/11 21:44	Incoming
0	36	Timmy wants to talk with you and Sara.	7/24/11 22:01	Outgoing
0	36	When?	7/24/11 22:05	Incoming
0	8	Hey what was the name of the lady that sang that song thats supposed to be very funny jim was tellng me about it	7/25/11 12:42	Incoming
0	8	Bonnie raitt total eclipse of the heart parody	7/25/11 12:44	Outgoing
0	8	K thanks	7/25/11 12:45	Incoming
0	8	Works now	7/25/11 16:38	Outgoing
0	8	I just log into the AP.	7/25/11 16:39	Incoming
0	8	It worked lol	7/25/11 16:39	Outgoing
0	8	Must of been a glitch.	7/25/11 16:40	Incoming
0	13	I have copys of phone on computor need y fixed	7/25/11 20:08	Incoming
0	13	Huh?	7/25/11 20:08	Outgoing
0	13	Call me	7/26/11 14:09	Incoming
0	8	Thank you i was shocked to see timmy he got bean bag game from down stairs n	7/26/11 20:36	Incoming
0	13	Thank you for your help im very gratful one day at a time	7/27/11 10:27	Incoming
0	13	No prob	7/27/11 10:35	Outgoing
0	3	"U guys going to amber's parents tomo, if so can i come along?"	7/29/11 17:22	Incoming
0	3	Yeah man. Want to meet up around 3pm?	7/29/11 17:23	Outgoing
0	3	"Yeah, cigars?"	7/29/11 17:24	Incoming
0	3	Sure	7/29/11 17:24	Outgoing
1	3	Is ted's dad bringing the prostitutes and the powder?	7/29/11 17:26	Incoming
0	3	"What? Lol, he talks...."	7/29/11 17:26	Outgoing
0	3	At the lounge	7/29/11 18:40	Outgoing
0	35	Timmy called. They are on their way home. Staying in Kentucky. Jenny says they will be at Friday on Sunday at 6pm. Said to tell you and daddy Michael that he loves you both and see you day after tomorrow.	7/29/11 21:51	Outgoing
0	22	Hey ur garage door is open. It is 11PM. If I don't hear from you in the next few minutes I will try to shut it. Didn't want to wake u up by calling.	7/29/11 23:18	Outgoing
0	22	Closed ur garage	7/29/11 23:36	Outgoing
0	22	Thanks brother 	7/30/11 9:56	Incoming
0	22	No prob	7/30/11 10:00	Outgoing
0	4	U may want to bring swim trunks 	7/30/11 14:35	Outgoing
0	4	Sure thing	7/30/11 14:37	Incoming
0	36	I got wrist bands for lulu and cupcake	7/30/11 17:04	Incoming
0	36	Thank you.	7/30/11 17:05	Outgoing
1	36	Have easy call me on my cell. Asap - blow arrived	8/1/11 19:10	Outgoing
0	36	Sara needs to call.me.	8/1/11 19:15	Outgoing
0	8	You wanna go to chicago again tonight?	8/2/11 8:24	Incoming
0	8	No hanging out	8/2/11 8:30	Outgoing
0	8	Ah ok	8/2/11 8:56	Incoming
0	6	Hey was wonderng if jim is havng a kareoke party saturday	8/2/11 13:45	Incoming
0	6	Dunno	8/2/11 13:45	Outgoing
0	6	Ok can u please find out for me	8/2/11 13:46	Incoming
0	6	K	8/2/11 14:00	Outgoing
0	6	Thanks i apprcate it 	8/2/11 14:01	Incoming
0	6	Nope	8/2/11 14:03	Outgoing
0	6	When is he havng anther one	8/2/11 14:05	Incoming
0	6	Dunno I'll keep u posted	8/2/11 14:05	Outgoing
0	6	Ok thanks u want to go out tnght fr sme drnks	8/2/11 14:06	Incoming
0	6	"No we got hanging out tonight, u can come if u want"	8/2/11 14:07	Outgoing
0	6	What do u gt tnght 	8/2/11 14:08	Incoming
0	6	local bar	8/2/11 14:09	Outgoing
0	6	Oh k	8/2/11 14:10	Incoming
0	6	Where is it at	8/2/11 14:14	Incoming
0	23	Got it!  Look forward to working with you!	8/3/11 19:28	Incoming
0	23	"Kewl, u2"	8/3/11 19:28	Outgoing
0	8	Been sick doing all right today going to meeting at12oo noon	8/5/11 8:47	Incoming
0	8	K	8/5/11 8:49	Outgoing
0	40	How is mindy this morning after bumping her head last night? Any goose egg?	8/6/11 8:25	Outgoing
0	40	She is fine from what I can tell.	8/6/11 8:29	Incoming
0	40	Good. timmy is worried about her and wanted to call.	8/6/11 8:30	Outgoing
0	40	Fine	8/6/11 8:31	Incoming
0	40	Too early to call. She is gone	8/6/11 8:31	Incoming
0	40	That OS why I sent text message instead.	8/6/11 8:32	Outgoing
0	40	"We are on the way, meet at your house our Amanda's?"	8/6/11 12:01	Incoming
0	36	On our way to the fair	8/6/11 12:30	Outgoing
0	8	What tme is jim planng on havng us over	8/6/11 12:59	Incoming
0	8	"Once again, it is not set in stone "	8/6/11 13:10	Outgoing
0	8	And I may not be going anyways	8/6/11 13:10	Outgoing
0	40	We are at the fairgrounds. Please let us know where to meet up. We are parked by the livestock and walking into the fair.	8/6/11 13:44	Incoming
0	40	We are inside behind the industrial building. South east enterance	8/6/11 13:46	Outgoing
0	8	Ok mght nt ether	8/6/11 13:58	Incoming
0	40	At mouse game. It's next to ferris wheel	8/6/11 14:00	Incoming
0	40	At mouse game. It's next to ferris wheel	8/6/11 14:00	Incoming
0	40	We are at the mouse game	8/6/11 14:01	Outgoing
0	40	Location? You are apparently not at the mouse game I am at	8/6/11 14:03	Incoming
0	8	Are you still thinking of coming out tonight?	8/6/11 14:56	Incoming
0	8	Nope not now sorry. I gotta fix mike's guitar teacher's computer lol	8/6/11 15:03	Outgoing
0	8	Ok I'm still out at the picnic.	8/6/11 15:05	Incoming
0	8	K kewl	8/6/11 15:05	Outgoing
0	8	Well I will let u know when I am done and just see what ur up to	8/6/11 15:06	Outgoing
0	8	Ok	8/6/11 15:09	Incoming
0	8	I will call u later when I know what's going on	8/6/11 15:14	Outgoing
0	8	Ok	8/6/11 15:15	Incoming
0	40	"We r outside the men's washroom, follow your nose"	8/6/11 15:21	Outgoing
0	8	Ok	8/6/11 15:40	Incoming
0	8	"FYI I'm home now. If Mike is with you invite him too. I have meatballs,  cupcake and brownies.:-D"	8/6/11 18:06	Incoming
0	8	Mmm	8/6/11 18:11	Outgoing
1	8	chiva is a magical goat� that I shoot up	8/6/11 18:13	Incoming
0	8	Nice lol	8/6/11 18:21	Outgoing
0	8	I eat pizza now	8/8/11 12:02	Outgoing
1	40	Do you know what's required for that admin job at school? Was going to apply this week. You smoking a doobie?	8/8/11 13:46	Incoming
0	40	Not really. Have not read it. I think it is for the IT department. of course!	8/8/11 17:24	Outgoing
0	40	Ok. I'm guessing that's a different department than you? Can you give me any specific contacts and would it help to use you as a reference?	8/8/11 17:25	Incoming
0	13	I love you dad smile	8/8/11 21:09	Incoming
0	13	I love you more and longer	8/8/11 21:14	Incoming
0	13	Me love you long time	8/8/11 21:19	Outgoing
0	13	Prove it when you taking me out for dinner	8/8/11 21:22	Incoming
0	13	How about we cook dinner instead	8/8/11 21:26	Outgoing
0	13	And you eat it with chopsticks	8/8/11 21:26	Outgoing
0	8	On my way	8/8/11 21:28	Incoming
0	13	Joke	8/8/11 21:28	Incoming
0	40	"Yew, I can give you an employee referral. I will see if it is working for Mike Smith"	8/8/11 22:44	Outgoing
0	5	"Hey its miguel, was wondering if u where gonna  be in the office today my computer is really acting up was wondering if I could have u look at it"	8/9/11 7:49	Incoming
0	5	"Yeah sure, bring it by around 10"	8/9/11 8:25	Outgoing
0	5	K thnx	8/9/11 9:00	Incoming
0	56	How is Michael holding up?  Need to see your face and soon!  Love you!  lucy	8/9/11 10:30	Incoming
0	13	If you want a little boy you were a bountet to bed if she wants girl she werarse bountet night night your educateed	8/9/11 21:42	Incoming
0	8	"Bob, do you have or can you get a copy of software? We have a disk but not the program. Or maybe someone has a copy we can ""borrow""? "	8/10/11 10:59	Incoming
0	8	I don't have it. I'll ask mike	8/10/11 11:20	Outgoing
0	56	"Michael is not doing well at all. The death was sudden and unexpected from what I understand. His mom was only 50 and apparently had a bought of pneumonia, went to the doctor, he ran test, and sent her home. I guess she died in her husbands arms at work. He cannot go home for two reasons, no passport / could not return and no money. I am so sorry that he cannot be there."	8/10/11 12:55	Outgoing
0	56	I'm sorry to hear that!  My aunt had a mini stroke yesterday but seems to be ok and no permanent damage.	8/10/11 13:27	Incoming
0	56	Oh my. Not a very good week thus far. Hope she continues to improve. Give mom a big from me.	8/10/11 13:29	Outgoing
0	56	Thanks~you guys take care of Michael too	8/10/11 15:31	Incoming
0	8	Rebout computor cant get in old program	8/10/11 15:58	Incoming
0	8	"What Program, specifically?"	8/10/11 16:04	Outgoing
0	13	Say a prayer for a mircle tonight and sarales cakesme to work i am geeting good at this art work	8/10/11 16:42	Incoming
0	13	K	8/10/11 16:43	Outgoing
0	36	"How are you doing today, son. I hope you are finding some peace and comfort with all that has happened. Stay tough and we will make it through this."	8/11/11 12:06	Outgoing
0	36	Thanks ma...	8/11/11 16:41	Incoming
0	36	I love you and am worried about you.	8/11/11 17:21	Outgoing
0	36	Ill be ok... promise	8/11/11 17:34	Incoming
0	58	Mom is at chicago hospital for observation of high blood pressure.	8/11/11 22:18	Outgoing
0	58	Keeping mom over night for observation.	8/11/11 22:32	Outgoing
0	58	Sorry just checked.my.phone.oh no is she going to be alright?when did this all come.up.with her?	8/11/11 22:36	Incoming
0	58	We have been here since 9 pm. They are keeping her over night.	8/11/11 22:39	Outgoing
0	58	Oh ok.thanks for.letting us know.keep us up dated.tell her get better and we love her.call if u need.anything.	8/11/11 22:45	Incoming
0	61	Gram / mom is home.	8/12/11 9:31	Outgoing
0	58	My mom is home.	8/12/11 9:32	Outgoing
0	58	That's good news hows she doing?thanks for letting us know whats going on.	8/12/11 9:40	Incoming
0	58	She is better. Still not sire why her blood pressure shot up so high. We see the doctor on Monday.	8/12/11 9:42	Outgoing
0	3	the lounge cigar event tonight	8/12/11 15:05	Incoming
0	3	Shooting to be there	8/12/11 15:06	Outgoing
0	3	Not gonna make it. Went to Jack and Jane's and we are just gonna chill Herr	8/12/11 18:59	Outgoing
0	3	Here*	8/12/11 19:00	Outgoing
0	3	We got ur shorts tho	8/12/11 19:39	Outgoing
0	3	Gotta link up this weekend	8/12/11 19:39	Outgoing
0	3	Sounds good	8/12/11 21:13	Incoming
0	1	Whatcha up to today?	8/13/11 11:35	Outgoing
0	1	"About to go for a run, a little work and no plans for later, hbu?"	8/13/11 11:36	Incoming
0	1	Gotta finish writing quizzes for class I'm teaching then nothing later	8/13/11 11:37	Outgoing
0	1	"Cool, wanna do something?"	8/13/11 11:38	Incoming
0	1	Yeah	8/13/11 11:39	Outgoing
0	1	"I think it is going to rain, so probably just chill here, maybe play a game or something"	8/13/11 11:39	Outgoing
0	1	Otherwise a bonfire 	8/13/11 11:39	Outgoing
0	1	Sounds good	8/13/11 11:43	Incoming
0	1	Hungry for zucchini stew	8/13/11 17:41	Outgoing
0	1	Did u eat yet?	8/13/11 17:43	Incoming
0	1	Nope	8/13/11 17:43	Outgoing
0	1	I was thinken of picken up some panera	8/13/11 17:47	Incoming
0	1	K	8/13/11 17:47	Outgoing
0	1	"I am headin home now, wanna come over after u get panera?"	8/13/11 17:59	Outgoing
0	1	"Sure, do u guys have some zucchini stew over there?"	8/13/11 18:02	Incoming
0	1	Absolutely 	8/13/11 18:07	Outgoing
0	1	Ur more than welcome to have dinner with us	8/13/11 18:07	Outgoing
0	1	"When will be over, we are hoping to eat soon?"	8/13/11 18:18	Outgoing
0	1	"In a minute, picking up coffee"	8/13/11 18:36	Incoming
0	1	K kewl	8/13/11 18:37	Outgoing
0	13	Roses are red violets stink your dad is beautiful to yotu smile see me before i become angle flying over yoto dad	8/13/11 18:47	Incoming
0	8	Leaving now	8/15/11 12:06	Incoming
0	8	Ok heading over there	8/15/11 12:07	Outgoing
0	8	We are here	8/15/11 12:13	Outgoing
0	8	Call me when you have time	8/15/11 14:35	Incoming
0	8	K	8/15/11 14:36	Outgoing
0	8	What time you get off	8/15/11 18:32	Incoming
0	8	Late	8/15/11 18:38	Outgoing
0	56	How is your mom?  lucy	8/16/11 9:14	Incoming
0	56	She is doing good. Strange situation that we have no answer for. She sees the Dr today.	8/16/11 10:17	Outgoing
0	56	Keep me posted and I hope all goes well~love you!	8/16/11 10:21	Incoming
0	56	Love you too. I will keep you posted.	8/16/11 10:22	Outgoing
0	48	"We'll see u at noon at cantina in evergreen park, il"	8/16/11 10:22	Incoming
0	48	See you there.	8/16/11 10:23	Outgoing
0	48	"Running late, order without me"	8/16/11 11:54	Incoming
0	48	K	8/16/11 11:57	Incoming
0	48	Me too running late	8/16/11 11:57	Outgoing
0	63	This is Bill. Who ordered the server licenses?	8/16/11 14:06	Incoming
0	63	What server licenses?	8/16/11 14:38	Outgoing
0	63	It looks likely that our server license comes with license choices that u can make after the purchase:-)  that might make things easier	8/16/11 18:45	Incoming
0	63	Ok. I have a meeting from 9:30 to 11:30 I think. If you need me I will ne available via text messages.	8/17/11 8:30	Outgoing
0	63	Prof is in her office.	8/17/11 14:48	Outgoing
0	63	You let your insulted cup in my office.	8/18/11 17:30	Outgoing
0	63	Whoops. Ill grab it tomorrow	8/18/11 17:51	Incoming
0	40	"Traffic is gridlocked, we aren't going to beat you there. Going to exit highway asap."	8/19/11 18:15	Incoming
0	40	I will go get timmy and meet you all there.	8/19/11 18:35	Outgoing
0	40	"Ok, we are almost there"	8/19/11 18:36	Incoming
0	40	We are at a table. What do you want in your pizza?	8/19/11 18:45	Incoming
0	13	Hope your a live see i care i might be dead some one else could be texing four my courpse	8/20/11 13:18	Incoming
0	13	Creepy	8/20/11 13:24	Outgoing
0	13	I no that what make me unique	8/20/11 13:25	Incoming
0	3	U guys have anything going on today?	8/20/11 14:45	Incoming
0	3	Wanna come over around 9pm?	8/20/11 15:04	Outgoing
0	3	"Sure, what u guys doing?"	8/20/11 15:20	Incoming
0	3	"Prob just hang out, if it dries off enough maybe sit in yard"	8/20/11 15:50	Outgoing
0	3	"Sounds good, if not we can always garage it"	8/20/11 15:52	Incoming
0	3	Exactly	8/20/11 15:53	Outgoing
0	8	FYI Karaoke is now in  mikes garage.	8/20/11 16:28	Incoming
0	8	K	8/20/11 16:28	Outgoing
0	8	Anytime after 7	8/20/11 16:29	Incoming
0	8	K	8/20/11 16:30	Outgoing
0	8	See what time we get out of church	8/20/11 16:30	Outgoing
0	8	Ok	8/20/11 16:31	Incoming
0	40	?	8/20/11 18:17	Incoming
0	64	Row.row row your boat!!!!	8/20/11 18:17	Outgoing
0	65	Pic of kids pretending to row a boat.	8/20/11 18:20	Outgoing
0	40	You are not wanted you tinder the.pic but I guess it did not work.out?	8/20/11 18:21	Outgoing
0	40	No pic came through	8/20/11 18:21	Incoming
0	40	Why am I rowing a boat?	8/20/11 18:21	Incoming
0	40	"I hate this auto correct. The message was to read ""you ate not, wanted you to see the picture."""	8/20/11 18:23	Outgoing
1	8	"U still planning on coming at 9? we got Guinness, pizza, herb, and some more beer"	8/20/11 20:49	Outgoing
0	8	On my way	8/20/11 20:57	Incoming
0	8	Kewl	8/20/11 20:58	Outgoing
0	13	From  creepy to my babby son alway pray and look toward a rainbow and you will see a angle	8/21/11 16:13	Incoming
0	13	A right angle? Or an acute angle?	8/21/11 17:42	Outgoing
0	13	Square	8/21/11 17:43	Incoming
0	24	"Hey missy. Should we bring anything tonight? (food, pop, bible, lightsaber)?"	8/21/11 17:44	Outgoing
0	24	Awesome! Pop and a snack would be so great. Lightsaber optional :)	8/21/11 18:01	Incoming
0	13	Call me very in portant	8/22/11 16:41	Incoming
0	24	Word!	8/22/11 16:45	Incoming
0	21	How's it going?	8/22/11 16:45	Incoming
0	21	Good. You coming over tonight?	8/22/11 16:46	Outgoing
0	21	"I believe so, what's the gameplan?"	8/22/11 16:56	Incoming
0	21	Short. Quick study	8/22/11 17:07	Outgoing
0	21	Lol ok	8/22/11 17:30	Incoming
1	13	Ross still calls private polica said i cant file charges e for her trying to sell heroin to me till she does something to me t   he	8/22/11 17:39	Incoming
0	13	I understand thank you i love you	8/22/11 17:47	Incoming
0	13	Thank you for your time yesterday need to talk to your elovly wife	8/24/11 13:30	Incoming
0	4	beer:thirty tonight...	8/24/11 20:55	Outgoing
0	4	"Hey dude! Sorry, I didn't hear the phone go off, but hey what about next wed? "	8/24/11 23:42	Incoming
0	4	Yeah that should work	8/24/11 23:44	Outgoing
0	4	"Ok sweet man, what time do you normally get done?"	8/24/11 23:45	Incoming
0	4	9:30ish	8/24/11 23:45	Outgoing
0	4	"Ok sweet, I should be done with my rehearsal by then!"	8/24/11 23:47	Incoming
0	4	K kewl	8/24/11 23:47	Outgoing
0	8	Dude how do you get copy of tex out of phone	8/25/11 16:11	Incoming
0	8	Text messages?	8/25/11 16:11	Outgoing
0	8	Yes	8/25/11 16:12	Incoming
1	8	Magical shrooms of joy and gladness	8/25/11 16:46	Incoming
0	8	in chicago friend will do in morning	8/25/11 18:00	Incoming
0	66	"Wanted to see how your new life is going. job, marriage?"	8/25/11 21:01	Outgoing
0	66	job is so fun but very tiring lol always learning . Still living at home saving for a house	8/25/11 21:10	Incoming
0	66	Good to hear things are going so well. Very happy for you. You will do well as long as you remember there is always more to learn.	8/25/11 21:23	Outgoing
0	36	Thanks mom	8/26/11 11:58	Incoming
0	36	You are welcome son. Love and miss you.	8/26/11 11:59	Outgoing
0	36	Love and miss you to	8/26/11 12:00	Incoming
0	62	Love you too.	8/26/11 12:06	Outgoing
0	5	I'm back from training what the word on the lap top miguel	8/26/11 14:43	Incoming
0	5	"Got rid of a bunch of malware, your antivirus doesn't expire till next year so left it installed"	8/26/11 15:11	Outgoing
0	5	U still had old antivirus installed which isn't good so I got rid of that	8/26/11 15:11	Outgoing
0	5	"Cool thank, did u try going to my email ands login I all ways have problems with that site not opening gave to mess with security settings"	8/26/11 15:35	Incoming
0	5	Nope	8/26/11 15:46	Outgoing
0	5	Haven't had lots of time to play with it	8/26/11 15:46	Outgoing
0	5	School started	8/26/11 15:47	Outgoing
0	5	Ok	8/26/11 15:47	Incoming
0	40	Samantha has last minute recruit meeting in indiana so we are on our way out. Were there dinner plans already?	8/26/11 17:29	Incoming
0	40	"No, grandma is not feeling well so probably something lite."	8/26/11 17:48	Outgoing
0	40	So we should fend for ourselves or no?	8/26/11 17:50	Incoming
0	40	Gram mentioned pizza hit?	8/26/11 18:01	Outgoing
0	40	"Sure, that's fine."	8/26/11 18:02	Incoming
0	6	Whatcha up to?	8/26/11 21:17	Outgoing
0	6	Are you going to steves?	8/26/11 22:02	Incoming
0	6	He is coming to my house. Why?	8/26/11 22:03	Outgoing
0	6	If u guys want to come over to our house tour more than welcome.	8/26/11 22:04	Incoming
0	6	"Oh ok thanks. We usually just chill in garage, low key. Aren't u and Amy going somewhere tho?"	8/26/11 22:06	Outgoing
0	6	Nope. Just got home	8/26/11 22:08	Incoming
0	6	Oh ok kewl	8/26/11 22:08	Outgoing
0	6	"I will let steve know when he gets here, see if he's down (I don't see any reason why not). So long as we can chill outside on deck or in garage s'all kewl"	8/26/11 22:09	Outgoing
0	6	That's cool. Let me know. I've got some wine and the porch is open.	8/26/11 22:11	Incoming
0	6	Sweet. You down if I bring settlers of Catan?	8/26/11 22:11	Outgoing
0	6	Yep	8/26/11 22:12	Incoming
0	6	Kewl	8/26/11 22:13	Outgoing
0	6	I'm running to meijers real quick	8/26/11 22:16	Incoming
0	6	"No prob, he probably won't get here for another 20 minutes or so, and we might just walk over"	8/26/11 22:17	Outgoing
0	6	Can i swing by?	8/26/11 22:28	Incoming
0	6	Yeah	8/26/11 22:28	Outgoing
0	6	Coo	8/26/11 22:28	Incoming
0	6	I'm here	8/26/11 22:39	Incoming
0	6	Koo	8/26/11 22:39	Outgoing
0	6	What u up to tnght	8/27/11 12:28	Incoming
0	6	Dunno yet	8/27/11 14:02	Outgoing
0	6	Ok	8/27/11 14:03	Incoming
0	40	Not coming home for dinner	8/27/11 15:56	Outgoing
0	6	Did u end up hitten up the boat?	8/27/11 19:48	Incoming
0	6	Wanna go?	8/27/11 20:58	Outgoing
0	6	"Amber and I took a nap around 4pm, just woke up lol"	8/27/11 21:00	Outgoing
0	6	I haven't done anything all day	8/27/11 21:00	Outgoing
0	6	"Lol, is amber going?"	8/27/11 21:12	Incoming
0	3	"No need for el taco bueno, gonna go pick up a ballen free pizza"	8/27/11 21:24	Incoming
0	13	Always saxy or say i love you christ first wife second dabe or me sec6 third mom 4th life is short	8/27/11 22:04	Incoming
0	40	(2/2) seems to be wet on the bottom though.	8/27/11 23:20	Incoming
0	40	"(1/2) Hey mom, Samantha .... My phone is dead. I wanted to let you know that we moved some of the pumpkin plants and found one about the size of a basketball. It"	8/27/11 23:20	Incoming
